EventName,Casino,Location,Offer,StartDate,EndDate,OfferType
2X Status Points,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn double status points on select Tuesdays & Wednesdays.,2025-11-18T00:00-08:00,2025-11-18T23:59-08:00,Point-Based
Club Lucky Multiplier Tuesdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Earn up to 4x points based on Club Lucky level,2025-11-18T10:00-08:00,2025-11-18T18:00-08:00,Point-Based
Forever Young Tuesdays,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","$7,000 drawings; Crumbl Cookie giveaway for guests 50+ at 10am",2025-11-18T10:00-08:00,2025-11-18T19:00-08:00,Giveaway
Dinner’s Served – Weekly Gift Collection,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Swipe your player’s club card at a kiosk starting at 10:00 to claim a voucher, then exchange it for your free gift at the promotions podium from 12:00–20:00. No points needed. Visit weekly to collect the full set. No gift on November 30.",2025-11-18T10:00-08:00,2025-11-18T20:00-08:00,Giveaway
Level Up Multiplier,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Earn up to 5X points on gaming machines or table games.,2025-11-18T10:00-08:00,2025-11-18T20:00-08:00,Point-Based
Kitchenware Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Pick up Le Cuisinier kitchenware gifts. One per person while supplies last.,2025-11-18T12:00-08:00,2025-11-18T20:00-08:00,Giveaway
Winning Colors,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",Choose the winning colors for a chance to win $500 cash every 30 minutes and $10 free play if your color wins.,2025-11-18T18:00-08:00,2025-11-18T21:00-08:00,Giveaway
2X Status Points,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn double status points on select Tuesdays & Wednesdays.,2025-11-19T00:00-08:00,2025-11-19T23:59-08:00,Point-Based
Wearable Wednesdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Earn 50 base points for a free wearable,2025-11-19T10:00-08:00,2025-11-19T20:00-08:00,Giveaway
"Gobble, Roll & Score Wednesdays",Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win your share of $27,000 in drawings every hour",2025-11-19T12:00-08:00,2025-11-19T20:00-08:00,Offer
Kitchenware Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Pick up Le Cuisinier kitchenware gifts. One per person while supplies last.,2025-11-19T12:00-08:00,2025-11-19T20:00-08:00,Giveaway
Elixir of Fortune,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Win your share of over $300,000 in cash and free play. 6 winners every hour.",2025-11-19T17:00-08:00,2025-11-19T21:00-08:00,Giveaway
November to Remember Drawings,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Win a year of mortgage, gas, groceries, or car payments; over $100,000 in cash prizes; Plinko game; one free entry + 1 extra per 500 base points; 3x entries Fri–Sun",2025-11-19T18:00-08:00,2025-11-19T18:00-08:00,Giveaway
Stuff Your Points Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Earn up to 12x points; swipe card at promo kiosk,2025-11-20T00:00-08:00,2025-11-20T23:59-08:00,Point-Based
Entry Multiplier Thursday,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn multiple entries per status point toward the Toyota Tundra Sweepstakes.,2025-11-20T00:00-08:00,2025-11-20T23:59-08:00,Giveaway
$50 Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$50 slot play offer,2025-11-20T06:00-08:00,2025-11-21T05:59-08:00,Free-Play
Turkey Giveaway,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Earn 1,800 points to receive a free turkey; pickup 10:00–20:00 at redemption area",2025-11-20T10:00-08:00,2025-11-20T20:00-08:00,Giveaway
Holiday Bakeware Gift Series - 20-Piece Nesting Mixing Bowl Set,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Claim your gift by swiping your Muckleshoot Rewards card at any promotions kiosk during distribution date and time. Limit one gift per guest while supplies last.,2025-11-20T12:00-08:00,2025-11-20T21:00-08:00,Giveaway
Savvy Kitchen Essentials Week 3,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",Gift collection event – Visit Sunday or Thursday to collect Week 3 item (no point earning needed),2025-11-20T13:00-08:00,2025-11-20T21:00-08:00,Giveaway
Moolah-La Cast Prizes,Legends Casino,"580 Fort Road, Toppenish, WA","Every Thursday 18:00–21:00 one hourly winner can multiply their $1,000 prize up to $6,000; revealing 'O' adds a Royal Ranch steak package",2025-11-20T18:00-08:00,2025-11-20T21:00-08:00,Giveaway
Bonus Dining & Shopping Rewards,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",bonus $20 dining & shopping rewards,2025-11-21T00:00-08:00,2025-11-21T23:59-08:00,Hospitality-Rewards
$30 Lucky Bucks,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$30 Lucky Bucks valid one-time,2025-11-21T00:00-08:00,2025-11-23T23:59-08:00,Free-Play
$50 Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$50 slot play offer,2025-11-21T06:00-08:00,2025-11-23T05:59-08:00,Free-Play
Black Friday Build-Up,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Earn 2,000 points to play for electronics, gift cards, and free play; valid Fridays in November",2025-11-21T08:00-08:00,2025-11-21T23:59-08:00,Giveaway
Holiday Bakeware Gift Series - 20-Piece Nesting Mixing Bowl Set,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Claim your gift by swiping your Muckleshoot Rewards card at any promotions kiosk during distribution date and time. Limit one gift per guest while supplies last.,2025-11-21T10:00-08:00,2025-11-21T14:00-08:00,Giveaway
Free Play Offer,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$40 Friday bonus,2025-11-21T10:00-08:00,2025-11-21T23:59-08:00,Free-Play
Hot-sons Hot Seat Drawings (Fridays),Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",Win $250 slot free play and 250 bonus entries into the Fall Into Fortune grand prize drawing.,2025-11-21T14:00-08:00,2025-11-21T17:00-08:00,Giveaway
75 Lucky Winners Weekly Drawing,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Fridays in November, 16:00–22:00, play slots to qualify",2025-11-21T16:00-08:00,2025-11-21T22:00-08:00,Giveaway
Lucky Leaves Game Fridays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584","Drawings up to $5,000 Lucky Bucks",2025-11-21T18:00-08:00,2025-11-21T21:00-08:00,Free-Play
$8 Free Play Offer,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","Valid one time between November 22–27, 2025.",2025-11-22T07:00-08:00,2025-11-27T23:59-08:00,Free-Play
Free Play Offer,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$40 free play Saturday–Thursday Nov 22–Nov 27,2025-11-22T10:00-08:00,2025-11-27T23:59-08:00,Free-Play
Hot-sons Hot Seat Drawings (Saturdays),Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",Win $250 slot free play and 250 bonus entries into the Fall Into Fortune grand prize drawing.,2025-11-22T14:00-08:00,2025-11-22T17:00-08:00,Giveaway
Toyota Tundra Grand Finale,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Entry activation 3:00pm–7:40pm; $1,000 Promo Play Hot Seats every 20 minutes; Grand Prize Drawing 8:00pm.",2025-11-22T15:00-08:00,2025-11-22T20:00-08:00,Giveaway
Deck the Halls Giveaway,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Drawings every 30 minutes from 17:00–21:00 with grand prizes of a 2026 Jay Flight SLX Travel Trailer, 2026 Chevrolet Colorado, or $20,000 cash; earn entries Oct 27–Dec 13",2025-11-22T17:00-08:00,2025-11-22T21:00-08:00,Giveaway
Club Lucky Drawings Saturdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Cash hot seat drawings and bonus drawings,2025-11-22T18:00-08:00,2025-11-22T21:00-08:00,Giveaway
Exclusive Weekly Offer,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",$25 free play or dining credit (valid once per promotional week upon activation),2025-11-23T00:00-08:00,2025-11-29T23:59-08:00,Free-Play
$50 Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$50 slot play offer,2025-11-23T06:00-08:00,2025-11-25T05:59-08:00,Free-Play
3 Piece Canister Set Giveaway,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Redeem at Players Club East, Sundays & Mondays in November 10:00–20:00; vouchers void after 20:00",2025-11-23T10:00-08:00,2025-11-23T20:00-08:00,Giveaway
Dinner’s Served – Weekly Gift Collection,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Swipe your player’s club card at a kiosk starting at 10:00 to claim a voucher, then exchange it for your free gift at the promotions podium from 12:00–20:00. No points needed. Visit weekly to collect the full set. No gift on November 30.",2025-11-23T10:00-08:00,2025-11-23T20:00-08:00,Giveaway
Kitchen Gadgets Gifting Sundays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Free kitchen gadget gift each week,2025-11-23T12:00-08:00,2025-11-23T18:00-08:00,Giveaway
Free Cruise Voucher Pickup,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Pick up a complimentary Norwegian Cruise Line® voucher. Valid only for named player; limit one per person.,2025-11-23T12:00-08:00,2025-11-23T18:00-08:00,Hospitality-Rewards
Savvy Kitchen Essentials Week 4,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",Gift collection event – Visit Sunday or Thursday to collect Week 4 item (no point earning needed),2025-11-23T13:00-08:00,2025-11-23T21:00-08:00,Giveaway
$30 Lucky Bucks,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$30 Lucky Bucks valid one-time,2025-11-24T00:00-08:00,2025-11-27T23:59-08:00,Free-Play
$15 Off Food,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",$15 off food once per week,2025-11-24T00:00-08:00,2025-11-27T23:59-08:00,Hospitality-Rewards
Free Play Offer,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",$15 Free Play each week,2025-11-24T00:00-08:00,2025-11-30T23:59-08:00,Free-Play
Your Choice Promotion,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347",Choose either $25 Free Play or 2x Slot Points once per week,2025-11-24T00:00-08:00,2025-11-30T23:59-08:00,Free-Play
3 Piece Canister Set Giveaway,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Redeem at Players Club East, Sundays & Mondays in November 10:00–20:00; vouchers void after 20:00",2025-11-24T10:00-08:00,2025-11-24T20:00-08:00,Giveaway
Wizards Wheels Bonus Entries - 10X,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Earn 10X bonus entries for the Chevy Tahoe Giveaway.,2025-11-24T10:00-08:00,2025-11-24T20:00-08:00,Giveaway
Xtra Rewards Free Play,Legends Casino,"580 Fort Road, Toppenish, WA",$20 Xtra Rewards Free Play each week; valid Monday 10:00 through Sunday 23:59,2025-11-24T10:00-08:00,2025-11-30T23:59-08:00,Free-Play
Touchdown Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Earn up to 12x points if Seahawks score 3+ touchdowns, up to 24x if 6+; activate multiplier 11am–8pm day after games",2025-11-24T11:00-08:00,2025-11-24T20:00-08:00,Point-Based
Birthday Bonus Drawings,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404","Win up to $2,000 free play; your age = number of entries; drawings at 4pm, 6pm, and 8pm",2025-11-24T16:00-08:00,2025-11-24T20:00-08:00,Giveaway
2X Rewards Dollars,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn double rewards dollars on select Tuesdays & Wednesdays.,2025-11-25T00:00-08:00,2025-11-25T23:59-08:00,Hospitality-Rewards
Club Lucky Multiplier Tuesdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Earn up to 4x points based on Club Lucky level,2025-11-25T10:00-08:00,2025-11-25T18:00-08:00,Point-Based
Forever Young Tuesdays,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","$7,000 drawings; Crumbl Cookie giveaway for guests 50+ at 10am",2025-11-25T10:00-08:00,2025-11-25T19:00-08:00,Giveaway
Dinner’s Served – Weekly Gift Collection,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Swipe your player’s club card at a kiosk starting at 10:00 to claim a voucher, then exchange it for your free gift at the promotions podium from 12:00–20:00. No points needed. Visit weekly to collect the full set. No gift on November 30.",2025-11-25T10:00-08:00,2025-11-25T20:00-08:00,Giveaway
Kitchenware Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Pick up Le Cuisinier kitchenware gifts. One per person while supplies last.,2025-11-25T12:00-08:00,2025-11-25T20:00-08:00,Giveaway
Winning Colors,Red Wind Casino,"12819 Yelm Hwy. SE, Olympia, WA 98513",Choose the winning colors for a chance to win $500 cash every 30 minutes and $10 free play if your color wins.,2025-11-25T18:00-08:00,2025-11-25T21:00-08:00,Giveaway
2X Rewards Dollars,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Earn double rewards dollars on select Tuesdays & Wednesdays.,2025-11-26T00:00-08:00,2025-11-26T23:59-08:00,Hospitality-Rewards
Wearable Wednesdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Earn 50 base points for a free wearable,2025-11-26T10:00-08:00,2025-11-26T20:00-08:00,Giveaway
"Gobble, Roll & Score Wednesdays",Little Creek Casino,"91 West State Route 108, Shelton, WA 98504","Win your share of $27,000 in drawings every hour",2025-11-26T12:00-08:00,2025-11-26T20:00-08:00,Offer
Kitchenware Gift Giveaway,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",Pick up Le Cuisinier kitchenware gifts. One per person while supplies last.,2025-11-26T12:00-08:00,2025-11-26T20:00-08:00,Giveaway
November to Remember Drawings Grand Finale,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Final drawing where one winner receives a year of mortgage payments,2025-11-26T18:00-08:00,2025-11-26T18:00-08:00,Giveaway
Stuff Your Points Multiplier,Emerald Queen Casino,"1820 East 29th Street, Tacoma, WA 98404",Earn up to 12x points; swipe card at promo kiosk,2025-11-27T00:00-08:00,2025-11-27T23:59-08:00,Point-Based
$50 Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$50 slot play offer,2025-11-27T06:00-08:00,2025-11-28T05:59-08:00,Free-Play
Thanksgiving Buffet,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002","$52 per guest, $26 for children under 12. Holiday feast with all the fixings.",2025-11-27T10:00-08:00,2025-11-27T16:00-08:00,Hospitality-Rewards
Holiday Bakeware Gift Series - 2-Piece Oval Baking Dish,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Claim your gift by swiping your Muckleshoot Rewards card at any promotions kiosk during distribution date and time. Limit one gift per guest while supplies last.,2025-11-27T12:00-08:00,2025-11-27T21:00-08:00,Giveaway
Savvy Kitchen Essentials Week 4,Little Creek Casino,"91 West State Route 108, Shelton, WA 98504",Gift collection event – Visit Sunday or Thursday to collect Week 4 item (no point earning needed),2025-11-27T13:00-08:00,2025-11-27T21:00-08:00,Giveaway
Moolah-La Cast Prizes Finale,Legends Casino,"580 Fort Road, Toppenish, WA","Nov. 27 drawing at 21:00; three winners have a chance to win $30,000",2025-11-27T21:00-08:00,2025-11-27T23:59-08:00,Giveaway
$30 Lucky Bucks,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",$30 Lucky Bucks valid one-time,2025-11-28T00:00-08:00,2025-11-30T23:59-08:00,Free-Play
Sled Race,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","play to reveal your bonus — win up to $5,000 in slot play; guaranteed $60 slot play",2025-11-28T06:00-08:00,2025-11-29T05:59-08:00,Free-Play
Black Friday Build-Up,Spirit Mountain Casino,"27100 SW Salmon River Hwy, Grand Ronde, OR 97347","Earn 2,000 points to play for electronics, gift cards, and free play; valid Fridays in November",2025-11-28T08:00-08:00,2025-11-28T23:59-08:00,Giveaway
Play & Win Kiosk Game,Legends Casino,"580 Fort Road, Toppenish, WA",Earn 100 points per game to play and win Xtra Rewards; 3 games available,2025-11-28T09:00-08:00,2025-11-28T23:59-08:00,Free-Play
Holiday Bakeware Gift Series - 2-Piece Oval Baking Dish,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Claim your gift by swiping your Muckleshoot Rewards card at any promotions kiosk during distribution date and time. Limit one gift per guest while supplies last.,2025-11-28T10:00-08:00,2025-11-28T14:00-08:00,Giveaway
Free Play Offer,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579",$40 Friday bonus,2025-11-28T10:00-08:00,2025-11-28T23:59-08:00,Free-Play
Club Lucky Free for All Friday,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Free gift for all Club Lucky members,2025-11-28T12:00-08:00,2025-11-28T18:00-08:00,Giveaway
75 Lucky Winners Weekly Drawing,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Fridays in November, 16:00–22:00, play slots to qualify",2025-11-28T16:00-08:00,2025-11-28T22:00-08:00,Giveaway
Lucky Leaves Game Fridays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584","Drawings up to $5,000 Lucky Bucks",2025-11-28T18:00-08:00,2025-11-28T21:00-08:00,Free-Play
$50 Slot Play,ilani,"1 Cowlitz Way, Ridgefield, WA 98642",$50 slot play offer,2025-11-29T06:00-08:00,2025-12-01T05:59-08:00,Free-Play
Wizards Wheels Bonus Entries - 25X,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Earn 25X bonus entries for the Chevy Tahoe Giveaway.,2025-11-29T07:00-08:00,2025-11-29T15:00-08:00,Giveaway
Cruise Earn & Get,Angel of the Winds Casino,"3438 Stoluckquamish Lane, Arlington, Washington 98223","Earn unlimited base points 08:00–23:59, redeem 18:00–22:00 for prizes",2025-11-29T08:00-08:00,2025-11-29T22:00-08:00,Giveaway
Turkey Day Weekend Slot Tournament,ilani,"1 Cowlitz Way, Ridgefield, WA 98642","Win your share of $3,500 in slot play every hour. Up to $1,000 in slot play prizes.",2025-11-29T11:00-08:00,2025-11-29T20:00-08:00,Free-Play
Wizards Wheels Chevy Tahoe Giveaway,Muckleshoot Casino,"3402 Auburn Way South, Auburn, WA 98002",Win a brand-new Chevy Tahoe. 6 winners every hour. Grand prize at 9pm.,2025-11-29T16:00-08:00,2025-11-29T21:00-08:00,Giveaway
Club Lucky Drawings Saturdays,Lucky Dog Casino,"19330 N US HWY 101, Skokomish, WA 98584",Cash hot seat drawings and bonus drawings,2025-11-29T18:00-08:00,2025-11-29T21:00-08:00,Giveaway
Shake Your Tailfeathers Cashgiving Extravaganza,Lucky Eagle Casino,"12888 188th Avenue SW, Rochester, WA 98579","Win up to $1000 in free play with drawings at 19:00, 20:00, and 21:00",2025-11-29T19:00-08:00,2025-11-29T21:00-08:00,Free-Play
